,qid,question,options,answer,correct_option,format,rule,response_option
706,13894,Indicate which of the following symptoms are not associated with the anxiety and worry present in the Generalized Anxiety Disorder (DSM-IV-TR and DSM-5):,"{'0': 'Restlessness.', '1': 'Ease to fatigue.', '2': 'Frequent headaches', '3': 'Restless or unsatisfactory sleep.'}",Frequent headaches,2,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Frequent headaches',
            'R10': 'associated with',
            'B': 'anxiety and worry in Generalized Anxiety Disorder'
        },
        'reasoning': ""Generalized Anxiety Disorder (GAD) is characterized by symptoms such as restlessness, fatigue, and sleep disturbances. Frequent headaches are not typically listed as a symptom directly associated with the anxiety and worry present in GAD according to DSM-IV-TR and DSM-5. Therefore, 'Frequent headaches' (A) is not 'associated with' (R10) 'anxiety and worry in Generalized Anxiety Disorder' (B).""
    }
}
```",Rule1,2
707,13898,A 57-year-old man with HIV and GERD comes to the emergency department because of productive cough with malodorous phlegm and night sweats for the past week. He has smoked 1 pack of cigarettes daily for 30 years and he drinks 8–10 beers daily. His temperature is 38.9°C (102.0°F). Physical examination shows coarse crackles and dullness to percussion at the right lung base. Scattered expiratory wheezing is heard throughout both lung fields. The CD4+ T-lymphocyte count is 280/mm3 (N ≥ 500). An x-ray of the chest is shown. Which of the following is the most likely cause of this patient's symptoms?,"{'0': 'Bronchiectasis', '1': 'Adenocarcinoma in situ', '2': 'Tuberculosis', '3': 'Aspiration pneumonia'}",Aspiration pneumonia,3,"```json
{
    option: 3,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Aspiration pneumonia',
            'R1': 'cause',
            'B': ['productive cough with malodorous phlegm', 'night sweats', 'fever', 'coarse crackles', 'dullness to percussion at the right lung base', 'scattered expiratory wheezing']
        },
        'reasoning': ""The patient's symptoms, including productive cough with malodorous phlegm, night sweats, fever, and lung examination findings, are consistent with aspiration pneumonia. His history of GERD and alcohol use increases the risk of aspiration. The chest x-ray likely shows infiltrates in the right lung base, which is a common site for aspiration pneumonia. Therefore, 'Aspiration pneumonia' (A) 'cause' (R1) the list of symptoms (B).""
    },
}
```",Rule1,3
708,13909,"A 32-year-old man presents to the emergency department with fever, weight loss, and right upper quadrant pain. He says that he started experiencing nausea and fatigue after he returned from a honeymoon trip to Asia with his wife. Notably, she is 5 months pregnant with their first child. On presentation, his temperature is 100.8°F (38.2°C), blood pressure is 118/79 mmHg, pulse is 81/min, and respirations are 14/min. Physical exam reveals a jaundiced patient with a palpable liver edge as well as splenomegaly. Labs are sent in order to confirm the diagnosis. After confirmation, the patient's wife is immediately tested as well because she is at a much higher risk of fatal complications from this infection. The organism that is most likely responsible for this patient's symptoms has which of the following structures?","{'0': 'Enveloped dsDNA virus', '1': 'Enveloped (-) RNA virus', '2': 'Enveloped (+) RNA virus', '3': 'Non-enveloped (+) RNA hepevirus'}",Non-enveloped (+) RNA hepevirus,3,"```json
{
    option: 3,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Infection with hepatitis E virus',
            'R10': 'associated with',
            'B': 'Non-enveloped (+) RNA hepevirus'
        },
        'reasoning': ""The patient's symptoms and travel history suggest an infection with hepatitis E virus, which is known to cause jaundice, fever, and liver enlargement. Hepatitis E is especially concerning in pregnant women due to the risk of severe complications. The virus responsible for hepatitis E is a non-enveloped (+) RNA hepevirus. Therefore, the correct structure associated with this infection is 'Non-enveloped (+) RNA hepevirus'.""
    },
}
```",Rule1,3
709,13994,After removal of periodontal dressing what should be done to keep sensitivity to the minimum?,"{'0': 'Use of mouthwash', '1': 'Use of desensitizing paste', '2': 'Keep roots, plaque free', '3': 'None of the above'}","Keep roots, plaque free",2,"{
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Removal of periodontal dressing',
            'R8': 'prevented by',
            'B': 'use of desensitizing paste'
        },
        'reasoning': ""After the removal of periodontal dressing, the exposed tooth surfaces may become sensitive. The use of desensitizing paste can help prevent or minimize this sensitivity by blocking the tubules in the dentin, thereby reducing the sensation of pain. Therefore, 'removal of periodontal dressing' (A) is 'prevented by' (R8) the 'use of desensitizing paste' (B).""
    },
}",Rule1,1
710,14034,"A scientist is studying how animals regulate their blood pressure in response to various stimuli. In particular, she is interested in how much a novel compound that binds to both alpha-1 and beta-1 adrenergic receptors will affect blood pressure. She studies this question in non-human primates, but finds that her results are confounded by the fact that the animals' heart rates start to decrease several minutes after administration of this novel compound. She therefore decides to pretreat these animals with a drug that is known to prevent this decrease in heart rate. Which of the following drugs would most likely achieve the desired effect?","{'0': 'Dobutamine', '1': 'Hexamethonium', '2': 'Metoprolol', '3': 'Scopolamine'}",Hexamethonium,1,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule2',
        'value': {
            'A': 'Novel compound binding to alpha-1 and beta-1 adrenergic receptors',
            'R4': 'affects',
            'B': 'decrease in heart rate',
            'R8': 'prevented by',
            'C': 'Metoprolol'
        },
        'reasoning': ""The novel compound affects blood pressure by binding to alpha-1 and beta-1 adrenergic receptors, which also results in a decrease in heart rate. Metoprolol, a beta-blocker, can prevent this decrease in heart rate by blocking beta-1 adrenergic receptors. Therefore, the causal relationship is: 'Novel compound binding to alpha-1 and beta-1 adrenergic receptors' (A) 'affects' (R4) 'decrease in heart rate' (B), which is 'prevented by' (R8) 'Metoprolol' (C).""
    },
}
```",Rule2,2
711,14049,Inhibition of Na* ATPase leads to?,"{'0': 'Decreased Na* in the cell', '1': ""Increased Ca' in the cell"", '2': 'Increased K* in the cell', '3': 'Increased Cl- in the cell'}",Increased Ca' in the cell,1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Inhibition of Na* ATPase',
            'R3': 'leads to',
            'B': 'Increased Ca* in the cell'
        },
        'reasoning': ""Inhibition of Na* ATPase disrupts the sodium gradient across the cell membrane, which affects the Na+/Ca2+ exchanger function. Normally, this exchanger uses the sodium gradient to expel calcium from the cell. When Na* ATPase is inhibited, intracellular sodium levels rise, reducing the driving force for calcium extrusion, thus leading to an increase in intracellular calcium. Therefore, 'Inhibition of Na* ATPase' (A) 'leads to' (R3) 'Increased Ca* in the cell' (B).""
    },
}
```",Rule1,1
712,14056,Among the factors that have been shown to be associated with adherence to therapeutic treatments are NOT included:,"{'0': 'The type of symptoms that characterize the disease suffered.', '1': 'The complexity of the treatment of the pathology.', '2': 'The empathic attitude on the part of the professional.', '3': 'The sociodemographic variables of the patient.'}",The sociodemographic variables of the patient.,3,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Empathic attitude on the part of the professional',
            'R10': 'associated with',
            'B': 'adherence to therapeutic treatments'
        },
        'reasoning': ""The question asks which factor is NOT associated with adherence to therapeutic treatments. Empathic attitude on the part of the professional is generally considered to be associated with better adherence to treatments, as it can improve patient satisfaction and trust. Therefore, option 2 is the correct choice as it is indeed associated with adherence, contrary to what the question asks for.""
    },
}
```",Rule1,2
713,14072,The greatest cause of failure of an occlusal rest is:,"{'0': 'Improper width.', '1': 'Improper depth.', '2': 'Insufficient reduction of the marginal ridge.', '3': 'Any of the above.'}",Insufficient reduction of the marginal ridge.,2,"```json
{
    option: 3,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Improper width, improper depth, or insufficient reduction of the marginal ridge',
            'R5': 'results in',
            'B': 'failure of an occlusal rest'
        },
        'reasoning': ""The failure of an occlusal rest can be attributed to several factors, including improper width, improper depth, and insufficient reduction of the marginal ridge. Each of these factors compromises the structural integrity and functionality of the occlusal rest, leading to its failure. Therefore, 'any of the above' (A) results in (R5) 'failure of an occlusal rest' (B).""
    }
}
```",Rule1,3
714,14124,"A study to analyze the effect of antihypertensive drugs, using the case-control design (case-control study), the two case-control sample to be analyzed service hypotensive difference whether the blood pressure values ​​measured before and after the 3 months significantly different, researchers should use what is the most appropriate statistical methods?","{'0': 'Paired t-test (Paired t-test)', '1': 'Z single sample assay (One sample Z-test)', '2': 'Pearson chi-square test (Pearson Chi-square test)', '3': 'Independent samples t-test (Independent t-test)'}",Independent samples t-test (Independent t-test),3,"{
    option: 0,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Case-control study on antihypertensive drugs',
            'R5': 'results in',
            'B': 'paired data for blood pressure values before and after 3 months'
        },
        'reasoning': ""In a case-control study analyzing the effect of antihypertensive drugs, researchers are comparing blood pressure values before and after 3 months within the same group of subjects. The paired t-test is the most appropriate statistical method for analyzing paired data to determine if there is a significant difference in means before and after treatment. Therefore, the 'case-control study on antihypertensive drugs' (A) results in (R5) 'paired data for blood pressure values before and after 3 months' (B).""
    },
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'One sample Z-test',
            'R5': 'results in',
            'B': 'comparison of sample mean to a known population mean'
        },
        'reasoning': ""The one sample Z-test is used to determine if there is a significant difference between the mean of a single sample and a known population mean. However, this test is not appropriate for paired data in a case-control study on antihypertensive drugs, where the interest lies in comparing paired measurements before and after treatment. Therefore, 'One sample Z-test' (A) results in (R5) 'comparison of sample mean to a known population mean' (B).""
    },
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Pearson chi-square test',
            'R5': 'results in',
            'B': 'comparison of categorical variables'
        },
        'reasoning': ""The Pearson chi-square test is used to determine if there is a significant association between categorical variables. It is not suitable for analyzing paired continuous data, such as blood pressure values in a case-control study on antihypertensive drugs. Therefore, 'Pearson chi-square test' (A) results in (R5) 'comparison of categorical variables' (B).""
    },
    option: 3,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Independent samples t-test',
            'R5': 'results in',
            'B': 'comparison of means between two independent groups'
        },
        'reasoning': ""The independent samples t-test is used to compare the means of two independent groups. It is not appropriate for paired data in a case-control study on antihypertensive drugs, where the interest is in comparing paired measurements before and after treatment within the same group. Therefore, 'Independent samples t-test' (A) results in (R5) 'comparison of means between two independent groups' (B).""
    },
}",Rule1,0
715,14181,"Two weeks after undergoing coronary artery bypass surgery for acute myocardial infarction, a 62-year-old man comes to the physician because of a 4-day history of fever, stabbing chest pain, and fatigue. Initially the pain was only present when he was lying supine, but now it is present all the time and only subsides when he is leaning forward. He has hypertension and mild mitral regurgitation. He has smoked one pack of cigarettes daily for 44 years but quit prior to surgery. Current medications include aspirin, clopidogrel, metoprolol, captopril, and atorvastatin. His temperature is 38.3°C (102°F), pulse is 84/min and regular, respirations are 16/min, and blood pressure is 132/86 mm Hg. During inspiration the blood pressure drops to 117/80 mm Hg. On physical examination there are jugular venous pulsations 4 cm above the sternal angle. Heart sounds are faint. There is 2+ edema in the lower extremities. Which of the following is the most likely cause of this patient's symptoms?","{'0': 'Increase in mean aortic pressure', '1': 'Decreased left ventricular diastolic filling', '2': 'Supraventricular arrhythmia', '3': 'Decreased right ventricular contractility\n""'}",Decreased left ventricular diastolic filling,1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule2',
        'value': {
            'A': 'Post-surgical inflammation (post-cardiotomy syndrome)',
            'R1': 'cause',
            'B': 'pericardial effusion',
            'R3': 'leads to',
            'C': 'decreased left ventricular diastolic filling'
        },
        'reasoning': ""The patient's symptoms, including fever, chest pain relieved by leaning forward, and pulsus paradoxus, suggest pericarditis with pericardial effusion, a common complication following cardiac surgery. The pericardial effusion can lead to decreased left ventricular diastolic filling due to compression of the heart, explaining the symptoms. Therefore, post-surgical inflammation (A) causes (R1) pericardial effusion (B), which leads to (R3) decreased left ventricular diastolic filling (C).""
    },
}
```",Rule2,1
716,14197,"Question linked to image nº18 74-year-old woman with HBP, left nephrectomy for renal tuberculosis in 2004 and major depression disorder with mutism treated with electroconvulsive therapy. Last session two weeks ago. It is brought to the emergency by syncope. In the PA 142/90 mmHg scan, FC 105 bpm, oxygen saturation 89%, tachypnea at 30 rpm with run. ECG without signs of acute ischemia. Rx thorax with increased diameter of the pulmonary artery. Analytical with urea 89 mg / dL, creatinine 2.1 mg / dL, BNP 945 pg / mL, troponin 34 ng / mL (normal <0.5), D-dimer 3,200 ng / dL. The following test is performed. Given the findings, what is the most correct action?","{'0': 'Confirm the diagnosis with a chest CT angiogram.', '1': 'Anticoagular with heparin and close monitoring of vital signs.', '2': 'Administer intravenous loop diuretics, nitrites and antiaggregants.', '3': 'Administer fibrinolytics before the severity of the condition.'}",Anticoagular with heparin and close monitoring of vital signs.,1,"```json
{
    option: 0,
    {
        'conversion_rule': 'Rule2',
        'value': {
            'A': 'Increased diameter of the pulmonary artery and elevated D-dimer',
            'R1': 'cause',
            'B': 'suspicion of pulmonary embolism',
            'R8': 'confirmed by',
            'C': 'chest CT angiogram'
        },
        'reasoning': ""The patient presents with syncope, tachypnea, hypoxemia, elevated BNP, and significantly elevated D-dimer levels, alongside an increased diameter of the pulmonary artery on chest X-ray. These findings raise a strong suspicion of a pulmonary embolism. To confirm this diagnosis, a chest CT angiogram is the most appropriate next step. Therefore, the increased diameter of the pulmonary artery and elevated D-dimer (A) cause (R1) suspicion of pulmonary embolism (B), which is confirmed by (R8) a chest CT angiogram (C).""
    },
}
```",Rule2,0
717,14216,"Mr. Wong, 70 years old, known to have hepatitis C for 20 years, but without cirrhosis, this time because of right upper quadrant pain and fever to the hospital emergency room, in the right lobe abdominal ultrasound examination revealed a high echo 2 cm (Hyperechoic ) tumors and gallstones, liver tumor CT display was cotton wool (Cotton wool) developed. The following statements is wrong?","{'0': 'Symptoms may be related to gallstones and', '1': 'Possibly hepatocellular carcinoma, surgery should be disposed of as soon as possible', '2': 'Liver tumors may hemangioma, regardless of the clinical symptoms, it is recommended to closely observe', '3': 'Should be added as fetoprotein and other imaging tests to establish the diagnosis'}","Possibly hepatocellular carcinoma, surgery should be disposed of as soon as possible",1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule2',
        'value': {
            'A': 'Hepatitis C infection for 20 years',
            'R11': 'increase the risk of',
            'B': 'liver tumors',
            'R10': 'associated with',
            'C': 'hyperechoic liver mass and cotton wool appearance on CT'
        },
        'reasoning': ""Mr. Wong has had hepatitis C for 20 years, which is known to increase the risk of liver tumors, including hepatocellular carcinoma. The hyperechoic liver mass and cotton wool appearance on CT are suggestive of a liver tumor, possibly hepatocellular carcinoma. The statement that suggests immediate surgery for possible hepatocellular carcinoma is the most incorrect because further diagnostic evaluation is typically required before proceeding to surgery.""
    },
}
```",Rule2,1
718,14245,"A researcher is interested in identifying the most effective treatment for uncomplicated urinary tract infections (UTI) in women between the ages of 18 and 50. Of 200 consecutive women who present to the emergency room for such a UTI, 50 are randomized to each of the following: nitrofurantoin 100 mg every 12 hours for 5 days, nitrofurantoin 100 mg every 12 hours for 7 days, cefpodoxime 100 mg every 12 hours for 5 days, and cefpodoxime 100 mg every 12 hours for 7 days. The measured outcomes include progression to pyelonephritis, positive urine culture on day 7 after initiation of treatment, and likelihood of re-presenting to the emergency room for another UTI within 90 days. Which of the following best describes this type of study?","{'0': 'Parallel study', '1': 'Factorial design study', '2': 'Between patient study', '3': 'Cluster randomized trial'}",Factorial design study,1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Randomization of women to different treatment regimens',
            'R10': 'associated with',
            'B': 'Factorial design study'
        },
        'reasoning': ""The study involves randomizing women to different treatment regimens for uncomplicated UTIs, with the aim of evaluating multiple interventions (different durations and types of antibiotics) simultaneously. This setup is characteristic of a factorial design study, where two or more treatments are evaluated through various combinations, allowing for the assessment of individual and interactive effects of the treatments. Therefore, the randomization to different regimens (A) is 'associated with' (R10) a 'Factorial design study' (B).""
    }
}
```",Rule1,1
719,14270,"The following related immunosuppressant paired with its adverse effects (adverse reaction) of, what's wrong?","{'0': 'anti-CD 3 monoclonal antibody: class cold symptoms', '1': 'corticosteroids: electrolyte imbalance', '2': 'cyclosporine: Severe myelosuppression', '3': 'azathioprine: Bone marrow suppression'}",cyclosporine: Severe myelosuppression,2,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Cyclosporine',
            'R4': 'affects',
            'B': 'Severe myelosuppression'
        },
        'reasoning': ""Cyclosporine is an immunosuppressant commonly used to prevent organ transplant rejection. However, its known adverse effects include nephrotoxicity, hypertension, and neurotoxicity, but not severe myelosuppression. Severe myelosuppression is more commonly associated with other drugs, such as azathioprine or certain chemotherapeutic agents. Therefore, the pairing of 'cyclosporine' (A) with 'severe myelosuppression' (B) is incorrect.""
    }
}
```",Rule1,2
720,14271,"A 55-year-old diabetic man with good glycemic control who came for erectile dysfunction of 3 years of evolution, of slow onset. In the treatment of erectile dysfunction, etiological causes should be initially treated, lifestyles should be modified that favor erectile dysfunction and identify the needs and expectations of the patient and his partner. What should be the complementary treatment to consider?","{'0': 'Phosphodiesterase inhibitors 5.', '1': 'Vacuum devices.', '2': 'Alprostadil topical.', '3': 'Intracavernous injections'}",Vacuum devices.,1,"```json
{
    option: 0,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Erectile dysfunction',
            'R8': 'prevented by',
            'B': 'Phosphodiesterase inhibitors 5'
        },
        'reasoning': ""In the context of erectile dysfunction, phosphodiesterase inhibitors (such as sildenafil) are commonly used to enhance erectile function by increasing blood flow to the penis. They are considered a first-line treatment option that can effectively manage erectile dysfunction symptoms. Therefore, erectile dysfunction (A) is 'prevented by' (R8) phosphodiesterase inhibitors 5 (B).""
    },
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Erectile dysfunction',
            'R8': 'prevented by',
            'B': 'Vacuum devices'
        },
        'reasoning': ""Vacuum devices are a non-invasive treatment option for erectile dysfunction that work by creating a vacuum around the penis, drawing blood into it and causing an erection. They are often used when pharmacological treatments are not suitable or preferred. Thus, erectile dysfunction (A) is 'prevented by' (R8) vacuum devices (B).""
    },
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Erectile dysfunction',
            'R8': 'prevented by',
            'B': 'Alprostadil topical'
        },
        'reasoning': ""Alprostadil is a medication that can be applied topically to treat erectile dysfunction by increasing blood flow to the penis. It is an alternative for patients who cannot take oral medications. Therefore, erectile dysfunction (A) is 'prevented by' (R8) Alprostadil topical (B).""
    },
    option: 3,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Erectile dysfunction',
            'R8': 'prevented by',
            'B': 'Intracavernous injections'
        },
        'reasoning': ""Intracavernous injections involve directly injecting medication into the penis to induce an erection. This method is effective for patients who do not respond to oral medications. Hence, erectile dysfunction (A) is 'prevented by' (R8) intracavernous injections (B).""
    }
}
```",Rule1,0
721,14292,Burning tongue might not be associated with,"{'0': 'Ranula', '1': 'Diabetes mellitus', '2': 'Pernicious anaemia', '3': 'Local irritation'}",Ranula,0,"```json
{
    option: 0,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Ranula',
            'R10': 'associated with',
            'B': 'Burning tongue'
        },
        'reasoning': ""The question asks which condition might not be associated with a burning tongue. Ranula is a type of mucous cyst in the floor of the mouth and is not typically associated with burning tongue sensation. Therefore, 'Ranula' is the correct option as it is not associated with (R10) 'Burning tongue' (B).""
    }
}
```",Rule1,0
722,14299,Which of the following is not a cause of clubfoot in newborns?,"{'0': 'CTEV', '1': 'Ahogryposis multiplex cngenita', '2': 'Polio', '3': 'Spina bifida'}",Polio,2,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Polio',
            'R7': 'due to',
            'B': 'not a cause of clubfoot in newborns'
        },
        'reasoning': ""Clubfoot, or congenital talipes equinovarus (CTEV), is a deformity present at birth. Arthrogryposis multiplex congenita and spina bifida can be associated with clubfoot due to neuromuscular or developmental issues. However, polio is an acquired condition that affects individuals after birth and is not a congenital cause of clubfoot. Therefore, 'Polio' (A) is 'not a cause of clubfoot in newborns' (B).""
    }
}
```",Rule1,2
723,14337,Which type of Bater's syndrome is associated with mutations in batin?,"{'0': 'Type 1', '1': 'Type 2', '2': 'Type 3', '3': 'Type 4'}",Type 4,3,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Mutations in batin',
            'R10': 'associated with',
            'B': 'Type 3 Bartter\'s syndrome'
        },
        'reasoning': ""Bartter's syndrome is a group of similar kidney disorders that cause an imbalance of potassium, sodium, chloride, and related molecules in the body. Type 3 Bartter's syndrome is specifically associated with mutations in the CLCNKB gene, which encodes the protein barttin. Therefore, 'mutations in batin' (A) are 'associated with' (R10) 'Type 3 Bartter's syndrome' (B).""
    },
}
```",Rule1,2
724,14340,A 27-year-old man comes to the physician because of a 1-week history of fever and pain with urination. His temperature is 39°C (102.2°F). Physical examination shows no abnormalities. A photomicrograph of a urine sample is shown. This patient's findings indicate damage to which of the following structures?,"{'0': 'Urethra', '1': 'Ureter', '2': 'Renal interstitium', '3': 'Glomerulus'}",Renal interstitium,2,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Fever and pain with urination',
            'R4': 'affects',
            'B': 'Renal interstitium'
        },
        'reasoning': ""The patient's symptoms of fever and dysuria, along with the absence of abnormalities on physical examination, suggest a urinary tract infection that has ascended to affect the renal interstitium, leading to acute pyelonephritis. The photomicrograph likely shows evidence of interstitial inflammation, which is characteristic of this condition. Therefore, the symptoms (A) 'affect' (R4) the 'Renal interstitium' (B).""
    }
}
```",Rule1,2
725,14341,"Renal filtration of H2O occurs in the glomerular capillaries and their reabsorption in the peritubular, because the former have greater:","{'0': 'Permeability.', '1': 'Hydrostatic pressure', '2': 'Colloidosmotic pressure.', '3': 'Diameter.'}",Hydrostatic pressure,1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Greater hydrostatic pressure in glomerular capillaries',
            'R1': 'cause',
            'B': 'renal filtration of H2O'
        },
        'reasoning': ""The question asks why renal filtration of water occurs in the glomerular capillaries. The correct answer involves understanding the forces driving filtration. In the kidneys, the glomerular capillaries have a higher hydrostatic pressure compared to other capillaries, which drives the filtration of water and solutes into the Bowman's capsule. Therefore, 'greater hydrostatic pressure' (A) 'causes' (R1) 'renal filtration of H2O' (B).""
    }
}
```",Rule1,1
726,14344,A pregnant female had Meconium stained liquor and underwent emergency LSCS. A few days later her condition deteriorated. USG showed edematous bowels. What's the cause?,"{'0': 'Meconium peritonitis', '1': 'Paralytic ileus', '2': 'Adhesive intestinal obstruction', '3': 'Intra-abdominal abscess'}",Paralytic ileus,1,"{
    option: 2,
    {
        'conversion_rule': 'Rule2',
        'value': {
            'A': 'Emergency LSCS',
            'R4': 'affects',
            'B': 'formation of adhesions',
            'R1': 'cause',
            'C': 'adhesive intestinal obstruction'
        },
        'reasoning': ""After an emergency lower segment cesarean section (LSCS), there is a risk of developing postoperative adhesions within the abdominal cavity. These adhesions can lead to adhesive intestinal obstruction, which is consistent with the ultrasound finding of edematous bowels. Therefore, 'Emergency LSCS' (A) 'affects' (R4) the 'formation of adhesions' (B), which 'cause' (R1) 'adhesive intestinal obstruction' (C).""
    },
}",Rule2,2
727,14426,"A 67-year-old man comes to the physician because of a worsening tremor that began one year ago. The tremor affects his left hand and improves when he uses his hand to complete a task. He also reports feeling stiffer throughout the day, and he has fallen twice in the past year. He has not noticed any changes in his cognition or mood. He has not had difficulty sleeping, but his wife says that he would kick and punch while dreaming for almost a decade. He drinks two cans of beer daily. He takes no medications. He appears healthy and well nourished. His vital signs are within normal limits. He maintains a blank stare throughout the visit. Further evaluation is most likely to show which of the following?","{'0': 'Reduced amplitude on foot tapping', '1': 'Extensor plantar response', '2': 'Choreiform movements', '3': 'No abnormalities\n""'}",Reduced amplitude on foot tapping,0,"```json
{
    option: 0,
    {
        'conversion_rule': 'Rule2',
        'value': {
            'A': 'Worsening tremor and stiffness',
            'R1': 'cause',
            'B': 'Parkinsonian symptoms',
            'R3': 'leads to',
            'C': 'Reduced amplitude on foot tapping'
        },
        'reasoning': ""The patient's symptoms, including a resting tremor that improves with movement, stiffness, and a history of REM sleep behavior disorder, are suggestive of Parkinson's disease. In Parkinson's disease, motor symptoms such as bradykinesia can manifest as reduced amplitude on repetitive movements like foot tapping. Therefore, the worsening tremor and stiffness (A) cause (R1) Parkinsonian symptoms (B), which lead to (R3) reduced amplitude on foot tapping (C).""
    },
}
```",Rule2,0
728,14437,"Pulpectomy and pulp capping are more successful in
primary teeth because of:","{'0': 'Increased odontoblastic activity in the young', '1': 'Increased blood supply through the wide apex', '2': 'Increased volume of pulp in primary teeth', '3': 'Lesser amount of collagen fibres in young'}",Increased blood supply through the wide apex,1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Increased blood supply through the wide apex',
            'R3': 'leads to',
            'B': 'more successful pulpectomy and pulp capping in primary teeth'
        },
        'reasoning': ""Pulpectomy and pulp capping procedures are more successful in primary teeth due to the increased blood supply provided by the wide apex of these teeth. This enhanced blood supply supports healing and regenerative processes, making these procedures more effective. Therefore, 'increased blood supply through the wide apex' (A) 'leads to' (R3) 'more successful pulpectomy and pulp capping in primary teeth' (B).""
    }
}
```",Rule1,1
729,14447,Which of the following drug administration is not associated with hypomagnesemia?,"{'0': 'Cisplatin', '1': 'Valproate', '2': 'Foscarnet', '3': 'Cetuximab'}",Valproate,1,"```json
{
    option: 1,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Valproate administration',
            'R10': 'associated with',
            'B': 'hypomagnesemia'
        },
        'reasoning': ""The question asks which drug administration is not associated with hypomagnesemia. Cisplatin, Foscarnet, and Cetuximab are known to be associated with hypomagnesemia. Valproate, however, is not typically associated with hypomagnesemia. Therefore, 'Valproate administration' (A) is 'associated with' (R10) 'hypomagnesemia' (B) is incorrect, making it the correct choice for this question.""
    },
}
```",Rule1,1
730,14456,"A 19-year-old male college students, young age that is suffering from sudden heart palpitations. Among hospitalized, the patient suddenly felt heart palpitations, you immediately made ECG, electrocardiogram results from this, you think the patient is not the whole pulse is most likely why?","{'0': 'sinus tachycardia', '1': 'atrial fibrillation with rapid ventricular response', '2': 'paroxysmal supraventricular tachycardia（PSVT）', '3': 'ventricular tachycardia（VT）'}",paroxysmal supraventricular tachycardia（PSVT）,2,"```json
{
    option: 2,
    {
        'conversion_rule': 'Rule1',
        'value': {
            'A': 'Paroxysmal supraventricular tachycardia (PSVT)',
            'R3': 'leads to',
            'B': 'sudden heart palpitations in a young male'
        },
        'reasoning': ""The patient is a 19-year-old male experiencing sudden heart palpitations. In young adults, paroxysmal supraventricular tachycardia (PSVT) is a common cause of sudden onset palpitations. PSVT is characterized by episodes of rapid heart rate originating above the ventricles. The ECG findings and the sudden nature of the palpitations suggest PSVT as the most likely diagnosis. Therefore, 'Paroxysmal supraventricular tachycardia (PSVT)' (A) 'leads to' (R3) 'sudden heart palpitations in a young male' (B).""
    }
}
```",Rule1,2
