,qid,question,options,answer,correct_option,format,rule,response_option
830,13109,"A 14-year-old boy is brought to the emergency department because of a 2-day history of fatigue. He reports that during this time he has had occasional palpitations and shortness of breath. He has sickle cell disease. Current medications include hydroxyurea and folic acid. He appears fatigued. His temperature is 38.3°C (100.9°F), pulse is 120/min, respirations are 24/min, and blood pressure is 112/74 mm Hg. Examination shows pale conjunctivae. Cardiac examination shows a midsystolic ejection murmur. Laboratory studies show:
Hemoglobin 6.4 g/dl
Leukocyte count 6,000/mm3
Platelet count 168,000/mm3
Mean corpuscular volume 84 μm3
Reticulocyte count 0.1%
Which of the following is the most likely underlying cause of these findings?""","{'0': 'Parvovirus B19', '1': 'Medication-induced hemolysis', '2': 'Defect in erythrocyte membrane proteins', '3': 'Hemolytic crisis'}",Parvovirus B19,0,"```json
{
    ""option"": 0,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""Parvovirus B19"", ""R3"": ""cause"", ""B"": ""low reticulocyte count""}
    }
}
```",Rule2,0
831,13145,"In a 5-year-old child with mandibular fracture, on a follow up recall after 2 months, what should be done to check the bone healing:","{'0': 'OPG at every 2 month till one year', '1': 'NCCT', '2': 'Single contrast CT', '3': 'Clinical examination adequate'}",Clinical examination adequate,3,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'mandibular fracture', 'R1': 'leads to', 'B': 'bone healing'},
    },
}
```",Rule1,1
832,13157,The receptors for the lymphocyte antigen are called clonotypic because:,"{'0': 'Each lymphocyte and its offspring (clone) express a single type of them with a single antigenic specificity.', '1': 'Each lymphocyte and its offspring (clone) express a unique type of them with several antigenic specificities.', '2': 'Several lymphocytes and their offspring (clones) express several types of them with several antigenic specificities.', '3': 'After molecular cloning and gene rearrangement, the lymphocytes acquire clonal antigenic specificity.'}",Each lymphocyte and its offspring (clone) express a unique type of them with several antigenic specificities.,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Lymphocyte antigen receptors', 'R1': 'cause', 'B': 'clonotypic expression with single antigenic specificity'},
    },
}
```",Rule1,0
833,13195,"A 75-year-old woman is brought to the emergency department by her son because of a 2-day history of fever, headache, malaise, and dry cough. The patient lives with her son and his family and her son reports that other members of the family have had similar symptoms during the past week but that he has not had any symptoms. The result of a polymerase chain reaction test confirms that the woman is infected with a virus that has a helical capsid and a segmented genome. Which of the following is the most likely explanation for the son being free of symptoms?","{'0': 'Serum antibodies against hemagglutinin', '1': 'Downregulation of ICAM-1 expression', '2': 'Protease-resistant antibodies in nasal secretions', '3': 'Homozygous mutation in the CCR5 gene'}",Serum antibodies against hemagglutinin,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Serum antibodies against hemagglutinin', 'R3': 'prevented by', 'B': 'infection with a virus that has a helical capsid and a segmented genome'},
    },
}
```",Rule2,0
834,13206,"A previously healthy 46-year-old woman comes to the physician because of progressive shortness of breath, fatigue, and chest pain during exercise for the last 6 months. She does not smoke. Her maternal uncle had similar symptoms. Cardiac examination shows wide splitting of S2. The second component of S2 is loud and best heard at the 2nd left intercostal space. The lungs are clear to auscultation. Which of the following is the most likely cause of this patient's cardiac findings?","{'0': 'Increased right ventricular preload', '1': 'Increased left ventricular preload', '2': 'Increased right ventricular afterload', '3': 'Increased left-to-right shunting'}",Increased right ventricular afterload,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Increased right ventricular afterload', 'R3': 'leads to', 'B': 'wide splitting of S2'},
    },
}
```",Rule2,2
835,13248,Effective adjuvant in attenuating hypertension and tachycardia associated with laryngoscopy and intubation?,"{'0': 'Fentanyl', '1': 'Suxamethonium', '2': 'Atracurium', '3': 'Ketamine'}",Suxamethonium,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Laryngoscopy and intubation', 'R3': 'associated with', 'B': 'hypertension and tachycardia'},
    },
}
```",Rule2,0
836,13290,"99. The following information about cerebral amyloid angiopathy (cerebral amyloid angiopathy, CAA) description of what's right? ①CAA is one of the risk factors of lobar hemorrhage due to small and medium ② guide meninges or brain cortex comprising the arterial wall has like amyloidosis of tau protein ③CAA morbidity and ApoE gene (genes and causal Ezihaimo disease associated ) polymorphic variation (polymorphism) ④CAA related vascular disease often causes vascular fibrosis (arteriolar sclerosis / fibrosis)
","{'0': '①②', '1': '①③', '2': '②③', '3': '②④'}",①③,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'CAA', 'R3': 'associated with', 'B': 'ApoE gene polymorphic variation'},
    },
}
```",Rule2,1
837,13330,"Question linked to image nº23 A 42-year-old woman who came to the emergency room due to increased dyspnea in the last weeks, accompanying slight throbbing chest pain that increases with respiratory movements. There has not been fever or increased cough. Pulmonary auscultation revealed decreased vesicular murmur in the right base. The following chest x-ray is performed, which demonstrates the existence of:","{'0': 'Bronchogenic tumor.', '1': 'Hernia of Bochdalek.', '2': 'Lung abscess', '3': 'Pneumopericardium'}",Hernia of Bochdalek.,1,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Bronchogenic tumor', 'R3': 'leads to', 'B': 'decreased vesicular murmur in the right base'},
    },
}
```",Rule2,0
838,13336,Occlusal forces cause injury in periodontium with normal height?,"{'0': 'Primary TFO', '1': 'Acute TFO', '2': 'Chronic TFO', '3': 'Secondary TFO'}",Primary TFO,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Occlusal forces', 'R1': 'cause', 'B': 'injury in periodontium with normal height'},
    },
}
```",Rule1,0
839,13361,"A 33-year-old African American woman presents to the emergency department due to diffuse pain and fatigue. The woman states that she feels like her bones and muscles diffusely hurt. She also has experienced some abdominal pain as well and states that she has trouble focusing. The patient has a past medical history of sickle cell disease for which she takes hydroxyurea. Her temperature is 98.1°F (36.7°C), blood pressure is 119/59 mmHg, pulse is 130/min, respirations are 16/min, and oxygen saturation is 98% on room air. Laboratory values are ordered and are currently pending. Which of the following is a side-effect of definitive treatment for this patient?","{'0': 'Dilute urine', '1': 'Peaked T-waves on ECG', '2': 'QT shortening on ECG', '3': 'Tetany'}",Tetany,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Hydroxyurea', 'R3': 'results in', 'B': 'Dilute urine'},
    },
}
```",Rule2,0
840,13362,Most common cause of annular cervix is ?,"{'0': 'Obstructive labor', '1': 'Prepitate labor', '2': 'Primary cervical dystocia', '3': 'Iatrogenic'}",Primary cervical dystocia,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Primary cervical dystocia', 'R1': 'cause', 'B': 'annular cervix'},
    },
}
```",Rule1,2
841,13364,"A 58-year-old woman, because of lower abdominal dull pain and frequent bowel movements to colorectal surgery clinic, which is not an out-patient shall cause immediate inspection items?","{'0': 'Abdominal physical examination', '1': 'Dre', '2': 'Vaginal palpation', '3': 'CT'}",CT,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'lower abdominal dull pain and frequent bowel movements', 'R1': 'cause', 'B': 'immediate inspection items'},
    },
}
```",Rule1,0
842,13373,"After a surgery, the surgeon asked the intern to remove the Foley's catheter but he could not do it. The surgeon himself tried to remove the Foley's catheter but he was unsuccessful. What should be done next?","{'0': ""CT-guided rupture of bulb of Foley's"", '1': 'Inject ether to dissolve the balloon and pull it out', '2': ""Inject water to overdistend the balloon until it bursts and Foley's can be removed"", '3': 'Use ultrasound guidance to locate and prick the balloon and then remove the catheter.', 'correct answer': ""CT-guided rupture of bulb of Foley's""}",Use ultrasound guidance to locate and prick the balloon and then remove the catheter.,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Foley\'s catheter cannot be removed', 'R3': 'leads to', 'B': 'CT-guided rupture of bulb of Foley\'s'},
    },
}
```",Rule2,0
843,13412,Natal and neonatal teeth are not associated with:,"{'0': ""Down's syndrome"", '1': 'Riga Fede disease', '2': 'Hallermann Strieff syndrome', '3': 'Ellis van Creveld syndrome'}",Down's syndrome,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Natal and neonatal teeth', 'R3': 'associated with', 'B': 'Riga Fede disease'},
    },
}
```",Rule2,0
844,13439,Best study technique to study the occurence of rare adverse effects of drug ?,"{'0': 'Case-control study', '1': 'Coho study', '2': 'Clinical trial/experimental study', '3': 'Cross-sectional study'}",Clinical trial/experimental study,2,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Drug', 'R3': 'leads to', 'B': 'rare adverse effects'},
    },
}
```",Rule2,0
845,13451,"Xiaoyu is 17-year-old female student, live with their divorced mother, a good parent-child relationship. Unfortunately, home fire, because Xiaoyu escape less, were rescued when firefighters, 90% of the total skin burns, her mother was heartbroken, outside the burn intensive care unit waiting, experiencing three debridement, saw her daughter wrapped the body in a gauze sedative analgesic unconscious, the attending physician explained to her infection and hyperlipidemia opportunities such extensive burns and a high mortality rate. The first 4 and then into the secondary debridement surgery room, my mother refused further surgery, because she said her favorite beautiful, if you see the way he is now, certainly rather to die, then signed DNR (not emergency). Following the disposal of whichever inappropriate?","{'0': 'Xiaoyu capacity should be assessed, if it is determined there is capacity, not because of the mother should not be required first aid', '1': 'Regardless of decision-makers for the mother or my Xiaoyu, should consider whether this decision is in the best medical interests of Xiaoyu', '2': 'Xiaoyu not because of full capacity, by her mother decided not to aid', '3': 'Xiaoyu continued to communicate with her mother, confirmed that she will not understand the meaning and possible consequences of emergency'}","Xiaoyu not because of full capacity, by her mother decided not to aid",2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'extensive burns', 'R3': 'leads to', 'B': 'high mortality rate'},
    },
}
```",Rule2,2
846,13456,"A 63-year-old man comes to the physician because of a 4-hour history of severe pain in the right knee. His temperature is 38.0°C (100.1°F). Examination shows erythema, edema, and warmth of the right knee; range of motion is limited by pain. Arthrocentesis of the knee joint yields cloudy fluid with a leukocyte count of 24,000/mm3 (74% segmented neutrophils). Polarized light microscopy shows needle-shaped, negatively birefringent crystals. Five hours after treatment with a drug is begun, he develops abdominal cramp, diarrhea, and vomiting. The patient was most likely treated with a drug that predominantly acts on which of the following parts of the cell?","{'0': 'Cell wall', '1': 'Cytosolic enzyme', '2': 'Nucleus', '3': 'Cytoskeleton'}",Cytoskeleton,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'drug', 'R3': 'acts on', 'B': 'cytoskeleton'},
    },
}
```",Rule2,3
847,13460,"Woman of 55 years, married and with two children of 25 and 20 years of age. Go to the mental health clinic for problems in the family environment. The patient reports being ill, sad and worried about ""the troubles that my husband gives me"". He has seen him embraced by another woman and affirms that ""he is against her and that he deceives her because he cares too much for his children"". Both the husband and the children deny that information given by the patient. With no outstanding psychiatric medical history, he presents a psychopathological exploration of lucidity with a good level of awareness and orientation in the 3 spheres. Presents discreet hypothymia of months of evolution. Alteration of the content of thought in the form of delusional ideas of a celotypical nature and of damage with self-referential phenomena. There is no alteration of the sensoperceptive sphere. It does not present autolytic ideation. It maintains an adequate cognitive rhythm and preserves the biological rhythms of sleep and appetite. What is the diagnosis that best fits the clinical picture presented by the patient?","{'0': 'Paranoid schizophrenia.', '1': 'Major depressive disorder with psychotic characteristics.', '2': 'Paranoid personality disorder.', '3': 'Delirious disorder'}",Delirious disorder,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'delusional ideas', 'R3': 'leads to', 'B': 'delirious disorder'},
    },
}
```",Rule2,3
848,13496,"A 39-year-old woman comes to the physician because of fever, generalized fatigue, and chills for 1 week. She has been having dull right-side abdominal pain during this period. She has nausea. She has no history of travel outside the United States. She has type 1 diabetes mellitus. Current medications include insulin and an oral contraceptive. She appears ill. Her temperature is 40°C (104°F), pulse is 118/min, and blood pressure is 106/70 mm Hg. On examination, the liver is palpated 2–3 cm below the right costal margin and is tender. There are decreased breath sounds over the right lung base. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 14.1 g/dL
Leukocyte count 17,100/mm3
Segmented neutrophils 74%
Eosinophils 1%
Lymphocytes 20%
Monocytes 5%
Serum
Glucose 79 mg/dL
Creatinine 1.1 mg/dL
Total bilirubin 0.9 mg/dL
Alkaline phosphatase 180 U/L
AST 69 U/L
ALT 100 U/L
A right upper quadrant ultrasound is shown. Which of the following is the most appropriate next step in management?""","{'0': 'Discontinue the oral contraceptive', '1': 'Obtain hepatoiminodiacetic acid scan', '2': 'Perform endoscopic retrograde cholangiopancreatography', '3': 'Perform percutaneous drainage\n""'}","Perform percutaneous drainage
""",3,"```json
{
    ""option"": 3,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""Liver abscess"", ""R3"": ""leads to"", ""B"": ""fever and abdominal pain""},
    },
}
```",Rule2,3
849,13510,"A 55 year old man in an interview with the routine health check once a year, found in colonoscopy has thick stems of a 1 centimeter and a half (thick stalk) at the ascending colon polyps by endoscopic polypectomy after the treatment, the diagnosis of a pathology associated with local tubular adenoma carcinoma, adenocarcinoma, and which is confined to the mucosa, muscularis mucosa has not been violated, the bottom of the polyp removal complete enough at this time how to deal with?","{'0': 'Further for right-side colectomy', '1': 'For the ascending colon portion segmental resection (segmental resection)', '2': 'As around the base of the ascending colon polyp local excision (local excision)', '3': 'Observation, you can track'}","Observation, you can track",3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'local tubular adenoma carcinoma', 'R3': 'confined to the mucosa', 'B': 'Observation, you can track'},
    },
}
```",Rule2,3
850,13576,"A 4-month-old infant is brought to the office by his parents due to sudden nose bleeding without trauma of any kind. He has a 1-month history of multiple bruising that measures 1 cm in diameter each in the hands and feet, and tiny red spots that appeared in the upper and lower extremities without any trauma either. He has no prior bleeding history nor any relevant family history. The vital signs include: heart rate 190/min, respiratory rate 40/min, blood pressure 99/42 mm Hg, and temperature 36.6 °C (97.9 °F). His physical exam shows pale skin color, petechiae in the soft palate and in the upper and lower extremities as well as ecchymosis in the back of the hands and feet.
The complete blood count results are as follows:
Hemoglobin 8.9 g/dL
Hematocrit 41%
Leukocyte count 10,500/mm3
Neutrophils 53%
Bands 2%
Eosinophils 1%
Basophils 0%
Lymphocytes 33%
Monocytes 2%
Platelet count 450,000/mm3
The coagulation test results are as follows:
Partial thromboplastin time (activated) 30.0 sec
Prothrombin time 13.6 sec
International normalized ratio 0.99
Fibrinogen 364.9 mg/dL
The blood smear shows hypochromia, poikilocytosis, and large platelets, while a platelet aggregation test with ristocetin is normal. The overall bleeding time is increased. What is the most likely cause of this patient’s condition?","{'0': 'Von Willebrand disease', '1': 'Glanzmann’s thrombasthenia', '2': 'Bernard-Soulier disease', '3': 'Scurvy'}",Glanzmann’s thrombasthenia,1,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Bernard-Soulier disease', 'R3': 'results in', 'B': 'large platelets and increased bleeding time'},
    },
}
```",Rule1,2
851,13640,"Because ⾞ disaster ⽽ urgent need to lose ⾎ patients ⾎ type is AB type, the presence of three Face, the ⼩ Lee ⾎ type is type A, type B ⼩ Wu, ⼩ what is type O, the following statements is true?","{'0': 'Only ⼩ Lee and Wu ⼩ can donate to patients ⾎', '1': 'Only ⼩ He can donate to patients ⾎', '2': 'Face can be donated to three patients ⾎', '3': 'Face three patients were not to donate ⾎'}",Face can be donated to three patients ⾎,2,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': '⾎ type is AB type', 'R3': 'can receive', 'B': '⾎ type A and B'},
    },
}
```",Rule2,0
852,13695,"2 large month-old girl, feeding more and more difficult because of the recent month hospitalization, physical examination found sane, low muscle tone, weakness, no deep tendon reactions, abdominal breathing and tongue fibrillation (fasciculation). The most likely diagnosis is:","{'0': 'Hypoxic-ischemic encephalopathy (hypoxic ischemic encephalopathy)', '1': 'Spinal muscular atrophy (spinal muscular atrophy)', '2': 'Congenital myasthenia gravis (congenital myasthenia gravis)', '3': 'Congenital muscular dystrophy (congenital muscular dystrophy)'}",Spinal muscular atrophy (spinal muscular atrophy),1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule3',
        'value': {'A': 'Spinal muscular atrophy', 'R3': 'leads to', 'B': 'low muscle tone', 'R3': 'leads to', 'C': 'weakness'},
    },
}
```",Rule3,1
853,13701,"Chen old man suffering from a month ago as the late pancreatic cancer and palliative care signed a letter of intent, hope dying when you can give up first aid. 3 days ago, Mr Chen fever, urinary frequency situation, and was rushed to hospital after a medical examination confirmed Mr Chen physician is Urinary Tract Infection with hyperlipidemia, Mr Chen in the hospital because of unstable blood pressure, after infusion therapy and lead to pulmonary edema, the doctor suggested that endotracheal intubation and respirator therapy to alleviate the pulmonary edema. Whether you should agree with Mr Chen to accept intubation?","{'0': 'Opposed because Mr Chen has signed a letter of intent palliative care should not be against their will and their intubation', '1': 'Opposed because Mr Chen to the end of pancreatic cancer, do not be too invasive treatment, so increase their suffering', '2': 'Favor, although Mr Chen is advanced pancreatic cancer, palliative care also signed a letter of intent, but the reason for this hospitalization urinary tract infection associated with hyperlipidemia, is not incurable disease, doctors should treat their intubation', '3': 'Favor, although Mr Chen is advanced pancreatic cancer, palliative care also signed a letter of intent, but as long as the part of the patient dying, should be in accordance with all legal obligations physician and emergency first aid to be'}","Favor, although Mr Chen is advanced pancreatic cancer, palliative care also signed a letter of intent, but the reason for this hospitalization urinary tract infection associated with hyperlipidemia, is not incurable disease, doctors should treat their intubation",2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule3',
        'value': {'A': 'Urinary Tract Infection', 'R3': 'associated with', 'B': 'hyperlipidemia'},
    },
}
```",Rule3,2
854,13709,Decrease extracellular calcium leads to?,"{'0': 'Decrease excitability', '1': 'Decrease membranes stability', '2': 'Increases amount of depolarizatio needed', '3': 'All of the above'}",Decrease membranes stability,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Decrease extracellular calcium', 'R3': 'leads to', 'B': 'Decrease membranes stability'},
    },
}
```",Rule1,1
855,13712,Which of the following can lead to pulmonary edema?,"{'0': 'Right heart failure', '1': 'Increase serum albumin (Albumin) concentration', '2': 'Nephrotic syndrome (nephrotic syndrome)', '3': 'Pulmonary artery occlusion'}",Nephrotic syndrome (nephrotic syndrome),2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Nephrotic syndrome', 'R3': 'leads to', 'B': 'pulmonary edema'},
    },
}
```",Rule1,2
856,13724,"A 34-year-old woman presents to the plastic surgery office 3 months following a rhinoplasty procedure. The patient has been recovering well. However, she has noticed a small whistling noise when she respires through her nose, which you appreciate on physical exam. Which of the following is the most likely cause of this phenomenon?","{'0': 'Post-operative swelling', '1': 'A septal hematoma causing a perforation', '2': 'A deviated septum that is now straight, resulting in altered nasal airflow', '3': 'Excessive columellar show resulting in increased nasal airflow'}",A septal hematoma causing a perforation,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'A septal hematoma', 'R3': 'causing', 'B': 'a perforation'},
    },
}
```",Rule2,1
857,13749,"A researcher is conducting an experiment on the physiology of body fluids. He documents specific observations and plots some of them as a Darrow-Yannet diagram. In his study, some diagrams are normal, while most are abnormal. The abnormalities in the diagram are mostly in the form of changes in the x-axis, changes in the y-axis or changes in both axes of the diagram. Which of the following parameters are most likely to affect the x-axis in the diagram?
 ","{'0': 'Fluid osmolality', '1': 'Fluid surface tension', '2': 'Fluid viscosity', '3': 'Fluid volume'}",Fluid volume,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Fluid osmolality', 'R3': 'affects', 'B': 'x-axis in the diagram'},
    },
}
```",Rule1,0
858,13750,Which of the following side effects the most independent of the long-term use of anti-arrhythmic drugs amiodarone?,"{'0': 'Hyperthyroidism', '1': 'Pulmonary fibrosis', '2': 'Depression', '3': 'Photosensitivity'}",Depression,2,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'long-term use of anti-arrhythmic drugs amiodarone', 'R1': 'cause', 'B': 'Pulmonary fibrosis'},
    },
}
```",Rule1,1
859,13761,Ionotropic effect of thyroid hormone is by ?,"{'0': 'Membrane receptors', '1': 'cAMP', '2': 'Potentiation of Catecholamines', '3': 'cGMP'}",Potentiation of Catecholamines,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Thyroid hormone', 'R3': 'potentiates', 'B': 'Catecholamines'},
    },
}
```",Rule2,2
860,13785,"39 a 57-year-old male patient because of general malaise, insomnia, loss of appetite and difficulty breathing while seeking treatment, he has high blood pressure, diabetes for many years, being treated with insulin, his blood pressure clinic is 212/95 mmHg, Hb 9.7 g / dL, BUN 106 mg / dL, creatinine
 6 mg / dL, albumin 3.2 g / dL, spot urine protein 923 mg / dL, chest X- ray exhibits bilateral pleural effusion. Most unlikely diagnosis Why?","{'0': 'Hypertensive crisis (hypertensive crisis)', '1': 'Stage diabetic nephropathy (end-stage diabetic nephropathy)', '2': 'Acute heart failure (acute heart failure)', '3': 'Pulmonary embolism (pulmonary embolism)'}",Pulmonary embolism (pulmonary embolism),3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Pulmonary embolism', 'R3': 'leads to', 'B': 'bilateral pleural effusion'},
    },
}
```",Rule2,3
861,13799,Which of the following diseases caused by hyperthyroidism and spleen to spleen removal (splenectomy) treatment effect is most not been apparent?,"{'0': 'Hereditary spherical red blood cell disorders (hereditary spherocytosis)', '1': 'Heavy Beta thalassemia (β-thalassemia major)', '2': 'Chronic primary thrombocytopenia purpura (chronic idiopathic thrombocytopenic purpura)', '3': 'Condensation agglutinin disease (cold agglutinin disease)'}",Condensation agglutinin disease (cold agglutinin disease),3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'hyperthyroidism', 'R3': 'caused by', 'B': 'Hereditary spherical red blood cell disorders (hereditary spherocytosis)'},
    },
}
```",Rule2,0
862,13806,Cytokines associated with periapical lesions,"{'0': 'IL-1', '1': 'IL-6', '2': 'IL-8', '3': 'TNF-α'}",IL-1,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Cytokines', 'R10': 'associated with', 'B': 'periapical lesions'},
    },
}
```",Rule1,0
863,13865,Which of the following constitutional aicle is not related to children:,"{'0': '23', '1': '21-A', '2': '42', '3': '24'}",42,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Article 42', 'R1': 'is not related to', 'B': 'children'},
    },
}
```",Rule1,2
864,13894,Indicate which of the following symptoms are not associated with the anxiety and worry present in the Generalized Anxiety Disorder (DSM-IV-TR and DSM-5):,"{'0': 'Restlessness.', '1': 'Ease to fatigue.', '2': 'Frequent headaches', '3': 'Restless or unsatisfactory sleep.'}",Frequent headaches,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Frequent headaches', 'R10': 'not associated with', 'B': 'anxiety and worry in Generalized Anxiety Disorder'},
    },
}
```",Rule1,2
865,13898,A 57-year-old man with HIV and GERD comes to the emergency department because of productive cough with malodorous phlegm and night sweats for the past week. He has smoked 1 pack of cigarettes daily for 30 years and he drinks 8–10 beers daily. His temperature is 38.9°C (102.0°F). Physical examination shows coarse crackles and dullness to percussion at the right lung base. Scattered expiratory wheezing is heard throughout both lung fields. The CD4+ T-lymphocyte count is 280/mm3 (N ≥ 500). An x-ray of the chest is shown. Which of the following is the most likely cause of this patient's symptoms?,"{'0': 'Bronchiectasis', '1': 'Adenocarcinoma in situ', '2': 'Tuberculosis', '3': 'Aspiration pneumonia'}",Aspiration pneumonia,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Aspiration pneumonia', 'R3': 'results in', 'B': 'productive cough with malodorous phlegm and night sweats'},
    },
}
```",Rule2,3
866,13909,"A 32-year-old man presents to the emergency department with fever, weight loss, and right upper quadrant pain. He says that he started experiencing nausea and fatigue after he returned from a honeymoon trip to Asia with his wife. Notably, she is 5 months pregnant with their first child. On presentation, his temperature is 100.8°F (38.2°C), blood pressure is 118/79 mmHg, pulse is 81/min, and respirations are 14/min. Physical exam reveals a jaundiced patient with a palpable liver edge as well as splenomegaly. Labs are sent in order to confirm the diagnosis. After confirmation, the patient's wife is immediately tested as well because she is at a much higher risk of fatal complications from this infection. The organism that is most likely responsible for this patient's symptoms has which of the following structures?","{'0': 'Enveloped dsDNA virus', '1': 'Enveloped (-) RNA virus', '2': 'Enveloped (+) RNA virus', '3': 'Non-enveloped (+) RNA hepevirus'}",Non-enveloped (+) RNA hepevirus,3,"```json
{
    ""option"": 3,
    {
        ""conversion_rule"": ""Rule2"",
        ""value"": {""A"": ""Hepatitis E virus"", ""R3"": ""results in"", ""B"": ""higher risk of fatal complications in pregnant women""},
    },
}
```",Rule2,3
867,13994,After removal of periodontal dressing what should be done to keep sensitivity to the minimum?,"{'0': 'Use of mouthwash', '1': 'Use of desensitizing paste', '2': 'Keep roots, plaque free', '3': 'None of the above'}","Keep roots, plaque free",2,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Use of desensitizing paste', 'R3': 'leads to', 'B': 'minimum sensitivity'},
    },
}
```",Rule1,1
868,14034,"A scientist is studying how animals regulate their blood pressure in response to various stimuli. In particular, she is interested in how much a novel compound that binds to both alpha-1 and beta-1 adrenergic receptors will affect blood pressure. She studies this question in non-human primates, but finds that her results are confounded by the fact that the animals' heart rates start to decrease several minutes after administration of this novel compound. She therefore decides to pretreat these animals with a drug that is known to prevent this decrease in heart rate. Which of the following drugs would most likely achieve the desired effect?","{'0': 'Dobutamine', '1': 'Hexamethonium', '2': 'Metoprolol', '3': 'Scopolamine'}",Hexamethonium,1,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule2',
        'value': {'A': 'Metoprolol', 'R3': 'prevented by', 'B': 'decrease in heart rate'},
    },
}
```",Rule2,2
869,14049,Inhibition of Na* ATPase leads to?,"{'0': 'Decreased Na* in the cell', '1': ""Increased Ca' in the cell"", '2': 'Increased K* in the cell', '3': 'Increased Cl- in the cell'}",Increased Ca' in the cell,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Inhibition of Na* ATPase', 'R3': 'leads to', 'B': ""Increased Ca' in the cell""},
    },
}
```",Rule1,1
870,14056,Among the factors that have been shown to be associated with adherence to therapeutic treatments are NOT included:,"{'0': 'The type of symptoms that characterize the disease suffered.', '1': 'The complexity of the treatment of the pathology.', '2': 'The empathic attitude on the part of the professional.', '3': 'The sociodemographic variables of the patient.'}",The sociodemographic variables of the patient.,3,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'The empathic attitude on the part of the professional', 'R10': 'associated with', 'B': 'adherence to therapeutic treatments'},
    },
}
```",Rule1,2
871,14072,The greatest cause of failure of an occlusal rest is:,"{'0': 'Improper width.', '1': 'Improper depth.', '2': 'Insufficient reduction of the marginal ridge.', '3': 'Any of the above.'}",Insufficient reduction of the marginal ridge.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Insufficient reduction of the marginal ridge', 'R1': 'cause', 'B': 'failure of an occlusal rest'},
    },
}
```",Rule1,2
